index,post,label
444,they all need to be sent back to afreka along with the joos that control our politicians,1
445,have you slavs that live in the west ever seen these western devils and their obsession with american football,0
446,i am so tired of it,0
447,i hope my negroes beat your negroes,0
448,it is stupid,0
449,i m planning to have a little gathering to remember the good old days,0
450,some candle light a good drink a forbidden flag on the wall and triumph des willens on the telly,0
451,im new on here and was just wanderin if any ladies are intrested i a good oel southernman from tennessee send me a messege,0
452,hey momofsix to have six kids is a great gift that you have given our race and for that i thank you they are lucky to have such awesome parents as you two,0
453,every one stop making fun of other people s pic s were all a white family by the way all you lady s on here are looking fine to bad i m only 16,0
454,there s a name from the past,0
455,back in 1981 dusty used to show up in bars in tampa where my band was playing get up onstage with us and sing johnny be good and long haired country boy the only two songs he knew,0
456,first kiss was behind the church door in third grade,0
457,30 years later we got married,0
458,5 years later we split up,0
459,last time i kissed her yesterday,0
460,i so hope that coon got life in jail or the death penaltyyou did and are doing the best you can nobody can ask for more,1
461,if i was 20 years younger i would jump at the chance,0
462,come on guys help her show her kids the right way,0
463,lol pillow count means nothing there are actually five,0
464,i need them to build a little fort around me at night,0
465,hey do you have a permit for your eyes coz eyes like that are lethal a man can drown in em,0
466,hi i am in nor cal and there are many other like minded people here too,0
467,pm me if you want to chat,0
468,try this link here,0
469,from there just click on pictures and wait for them to load,0
470,a lot there are old but i have lots of new ones i ll be adding soon,0
471,ive never herd of one even actually happening but i would think that it would not last either if you dont get along you never will cant force it,0
472,im 21 in hamilton looking for people who dont put up with society s crap my email is hammer _ smashed _ skull hotmail com,0
473,i think i will post one i placed my profile on eurodate a few days ago,0
474,so i ll use the same one for the most part,0
475,thanks everybody for your input,0
476,everyone on my msn gets all manner of pics but i ve never put any up here so here goes some pics from about a year ago and a small anigif from a week ago heh robin,0
477,new to the hole scene 20 m from connecticut make sure you find the real people and not the hole fake wp people,0
478,this thread seems pretty dead lately i think it would be cool to hear about anyone who has made any good friends from one of the cookouts,0
479,hey thanks for the friendly welcome,0
480,i was really excited to come across this site full of like minded people,0
